M_h_inv_Msun,M_Msun,R_Mpc,sigma,dlnsigma_dlnM,window_type
100000000.0,147470874.50228578,0.09620325932749654,5.493646958362643,-0.08011098242723812,Top-hat
122633068.41775644,180848058.42465186,0.10297354187689822,5.404584422770144,-0.08056998939159499,Top-hat
150388694.6955407,221779523.22008654,0.11022028152473021,5.315969991258657,-0.08149656770393143,Top-hat
184426270.8585533,271975034.4470628,0.11797700883120034,5.227810966465658,-0.08243909381185333,Top-hat
226167594.92228645,333531330.07268316,0.1262796140620835,5.1401176680072815,-0.08339745578083635,Top-hat
277356261.41984177,409019704.20268655,0.13516651325246615,5.052898558642766,-0.08437216780685208,Top-hat
340130493.8279246,501593413.69698364,0.14467882595718826,4.96616370163876,-0.08536439452808198,Top-hat
417112461.20565164,615119394.1979821,0.15486056551043342,4.879920109407287,-0.08637476498647967,Top-hat
511517809.92931455,754339787.5377002,0.1657588426747924,4.794177517130254,-0.08740340898677346,Top-hat
627289985.8196256,925070027.7534664,0.17742408362208545,4.7089437251479636,-0.08845177770955326,Top-hat
769264957.487913,1134441760.0470624,0.18991026325453408,4.624226650507576,-0.08952023219299798,Top-hat
943373221.6299773,1391200739.7581143,0.20327515494585915,4.540034524407151,-0.09060931876330525,Top-hat
1156887528.3162832,1706072155.015902,0.21758059785784914,4.4563753641780535,-0.09171983825956298,Top-hat
1418726674.116599,2092208633.116943,0.23289278306927416,4.373257069693082,-0.09285251759193258,Top-hat
1739828052.9303622,2565739644.492497,0.24928255984105555,4.2906875303392304,-0.09400804459122014,Top-hat
2133604526.501411,3146445253.6519847,0.26682576343477926,4.208674643559353,-0.09518669085362053,Top-hat
2616504698.7488236,3858582360.6382885,0.28560356600135967,4.127227044337943,-0.09639003642370136,Top-hat
3208699997.370444,4731897946.277015,0.30570285216341586,4.0463512043900325,-0.09761881570289033,Top-hat
3934927263.095845,5802871645.916303,0.32721662102917337,3.96605583222511,-0.09887290164839557,Top-hat
4825522042.741279,7116239555.731129,0.3502444164979991,3.886348968237303,-0.1001534923515548,Top-hat
5917685748.18883,8726862923.151201,0.3748927878485946,3.8072386753417056,-0.10146147264991301,Top-hat
7257039612.324202,10702019779.271791,0.40127578274097647,3.7287329508943707,-0.10279768833067138,Top-hat
8899530352.885223,13124215237.996199,0.42951547491336245,3.6508399285515254,-0.10416221328905895,Top-hat
10913767146.51274,16094627852.1055,0.45974252901560086,3.573568853178306,-0.10555686220786598,Top-hat
13383887531.73759,19737335985.45582,0.4920968051926293,3.4969265652013966,-0.10698265153703179,Top-hat
16413071953.751266,24204500742.8864,0.5267280062153545,3.420922246610254,-0.1084391455510163,Top-hat
20127853758.499386,29682721956.20024,0.5637963701532248,3.3455648186365226,-0.10992835859711914,Top-hat
24683404670.686512,36400832724.79945,0.6034734117934699,3.2708620531306565,-0.11145099913390766,Top-hat
30270016537.634556,44639458100.03621,0.6459427162375593,3.1968233489850153,-0.11300780728498028,Top-hat
37121050090.663574,54742737193.133125,0.6914007883468306,3.1234569774743566,-0.11459997250570408,Top-hat
45522682755.0731,67132698355.80754,0.7400579619676539,3.0507722170332983,-0.11622818260466827,Top-hat
55825862688.62701,82326887905.36353,0.7921393731431204,2.978777939854699,-0.11789425407321863,Top-hat
68460968385.74672,100959988771.19409,0.8478860018142761,2.907482638200004,-0.11959861741760625,Top-hat
83955786199.95103,123810332104.33716,0.9075557868308458,2.8368961453990784,-0.12134170252010801,Top-hat
102957556731.25127,151832409277.76324,0.9714248194305884,2.767027893873739,-0.12312614338342698,Top-hat
126260010987.48578,186196742349.9274,1.0397886207094793,2.6978861233016906,-0.12495253668381867,Top-hat
154836525658.5496,228338778437.6192,1.1129635089935774,2.6294810765018943,-0.1268213612272473,Top-hat
189880782446.52612,280018850385.67487,1.191288063439379,2.5618219517510155,-0.12873470778556895,Top-hat
232856629849.81964,343395708376.07965,1.2751246906347,2.494918159047544,-0.1306933356828215,Top-hat
285559230199.01117,421116693996.4772,1.3648613014487565,2.428779554968676,-0.13269861773474245,Top-hat
350190046143.172,516428323467.2939,1.4609131058901792,2.3634155752571706,-0.1347520374884552,Top-hat
429448798878.92725,633311899246.3165,1.5637245342777548,2.2988360047567236,-0.13685445817575914,Top-hat
526646239348.4281,776649814700.5281,1.6737712936131324,2.2350508304053984,-0.13900851015434013,Top-hat
645842443019.6991,952429498628.077,1.7915625686702716,2.172068768144626,-0.14121405247382235,Top-hat
792016405019.254,1167993518683.4597,1.9176433779860795,2.1099012496388663,-0.14347244324850306,Top-hat
971274019847.1168,1432346290882.048,2.052597095653357,2.0485571049385656,-0.14578729012777325,Top-hat
1191103133283.008,1756530206876.5786,2.197048150584326,1.9880458994779613,-0.14815775258978792,Top-hat
1460686320364.9858,2154086890377.5044,2.3516649157342417,1.9283784541968856,-0.15058591946236444,Top-hat
1791284454622.0022,2641622850054.5674,2.517162800653459,1.869563819102037,-0.1530738928670603,Top-hat
2196707090793.235,3239503157046.505,2.694307561677125,1.8116122615920855,-0.15562279689138014,Top-hat
2693889309590.164,3972702122976.204,2.883918845068743,1.7545331220909124,-0.15823443275476845,Top-hat
3303599120128.346,4871846512503.091,3.0868739795116706,1.6983363554219058,-0.1609110530743958,Top-hat
4051304969235.378,5974494866885.972,3.3041120354962894,1.6430307383037646,-0.16365164868789495,Top-hat
4968239594734.388,7326706377723.621,3.536638170385723,1.588627764392561,-0.1664597933201042,Top-hat
6092704661368.687,8984964844961.932,3.785528279264463,1.535134685853505,-0.16933704629821678,Top-hat
7471670675868.066,11018538085633.484,4.0519339730894846,1.4825626391290712,-0.17228341791220358,Top-hat
9162739011886.73,13512371349191.46,4.337087907177606,1.4309196443534922,-0.17530388780676975,Top-hat
11236548001387.516,16570635601515.285,4.6423094846839,1.380214354539818,-0.17839677896014472,Top-hat
13779723598335.54,20321078894463.26,4.969010961461137,1.3304563383776207,-0.1815648653983174,Top-hat
16898497868124.621,24920362583873.5,5.3187039805473555,1.2816530865658189,-0.18481008967213797,Top-hat
20723146452190.297,30560605297434.44,5.693006566516396,1.2338133689966213,-0.18813288937777456,Top-hat
25413430367026.39,37477408003283.27,6.093650612054454,1.1869446904057128,-0.19153664903030504,Top-hat
31165269449294.367,45959695397868.11,6.522489891402564,1.141054184872007,-0.1950188749518696,Top-hat
38218926206331.15,56361784701859.82,6.981508637743409,1.0961504717244968,-0.1985845791511135,Top-hat
46869041923141.92,69118185994900.336,7.472830724219762,1.0522382000569566,-0.2022362982663172,Top-hat
57476944248353.586,84761752320238.28,7.998729491064943,1.0093245367140757,-0.20596917704082146,Top-hat
70485740364518.89,103945937714966.66,8.56163826431544,0.967415847469978,-0.20978945914069422,Top-hat
86438826205982.61,127472092915473.53,9.164161614775532,0.9265160612524275,-0.2136977908358568,Top-hat
106002584880688.25,156322938918578.75,9.80908740932892,0.8866305733057255,-0.21769286184481554,Top-hat
129994222441324.22,191703616636667.47,10.499399710358752,0.8477630238843512,-0.22177679242492943,Top-hat
159415903745600.28,235092027349358.9,11.238292582961451,0.8099169470674944,-0.22595760237136764,Top-hat
195496614309125.94,288300566744028.8,12.029184873839851,0.7730923058531295,-0.2302226662870127,Top-hat
239743496780107.84,353551831263984.44,12.87573603025797,0.7372954145584162,-0.2345695959723555,Top-hat
294004806433471.4,433571459126192.8,13.781863032250746,0.7025254398258757,-0.23901018334079394,Top-hat
360547115425049.9,531701984110086.8,14.751758516434414,0.6687831120858098,-0.24354778206515482,Top-hat
442149990737448.7,652042457952291.2,15.789910175275953,0.6360652786438246,-0.2481793123497642,Top-hat
542222100650159.2,799619673573454.0,16.901121521581516,0.6043717470929624,-0.2528945233308173,Top-hat
664943599666503.2,980598141375170.6,18.0905341142812,0.5737001165427668,-0.2577046879112628,Top-hat
815440739518518.6,1202537589615865.8,19.363651348348444,0.5440451821759716,-0.2626037594359354,Top-hat
1000000000000000.0,1474708745022858.0,20.72636391892919,0.5154037368608338,-0.26507215023200836,Top-hat
